Id,SalePrice
1461,124657.09103059093
1462,150386.9631756386
1463,193963.57862927593
1464,184217.8511197352
1465,190342.93105154613
1466,182838.00551596793
1467,176836.07024990162
1468,174848.74807634932
1469,179423.01486674743
1470,131674.7871585381
1471,195236.7909467968
1472,90507.30068898667
1473,101365.54278129249
1474,145890.61720278376
1475,105815.76072131461
1476,352535.372004504
1477,245744.69485910347
1478,285632.54796765686
1479,292992.85004327155
1480,433079.2689649975
1481,269088.9386808851
1482,194919.03912075667
1483,181583.67857386247
1484,156103.18474742322
1485,169411.21544744688
1486,191866.35253575558
1487,313409.2726460358
1488,234928.45791196992
1489,207014.56390064096
1490,239574.8950820941
1491,194390.34434353592
1492,95168.1693668321
1493,178365.20208969375
1494,287730.9936940551
1495,281130.0242465933
1496,248966.2820482712
1497,189908.05940860457
1498,156051.46927041904
1499,150677.89068695696
1500,158492.44379634448
1501,175983.5031482725
1502,138272.87961619967
1503,260342.43501527805
1504,211340.95479260298
1505,213231.1790981704
1506,176447.4539650008
1507,258446.5670083578
1508,205799.3135136517
1509,166654.0986663564
1510,149511.04940601552
1511,147285.60617033494
1512,166333.1472659707
1513,141036.29338084586
1514,154786.27456858245
1515,240255.22996796164
1516,175636.35962327966
1517,149239.44599133087
1518,129616.05834249481
1519,225814.8318404745
1520,134297.1746566033
1521,142864.97056356055
1522,160002.2959185927
1523,119386.42006244909
1524,128503.20324095947
1525,129758.0137955179
1526,125824.6442578615
1527,118772.8224312758
1528,127041.0260919447
1529,143486.67878585344
1530,162596.38832828405
1531,139503.1482956906
1532,94957.77274075472
1533,136398.71310050305
1534,119811.56366625195
1535,168257.95876986047
1536,116048.31608148108
1537,84858.7952148122
1538,126278.58493703172
1539,204939.54682119715
1540,112291.08868683942
1541,140620.54426010975
1542,145371.2861241119
1543,164837.8800680423
1544,75523.39291373812
1545,122680.16805829905
1546,128459.97625273843
1547,134240.8103472152
1548,130596.94556105793
1549,126768.20767856207
1550,142909.12866770214
1551,112471.50743372715
1552,140509.03040520704
1553,147741.19226564595
1554,105742.24265519183
1555,175187.08555658103
1556,92418.56520700965
1557,95602.93858857028
1558,87108.16636286474
1559,116625.458752347
1560,151765.24508445253
1561,131844.1622000597
1562,122821.78301450331
1563,120130.74851974659
1564,156832.44369607055
1565,167386.19711529446
1566,236477.2979593035
1567,79068.1547513863
1568,218142.28852825146
1569,157917.7295256925
1570,138220.39843097492
1571,148395.3775544915
1572,137012.04746827204
1573,245134.45702141552
1574,104069.108939293
1575,213703.38030424714
1576,254193.95733254091
1577,200357.0239201396
1578,136425.71603721243
1579,140894.88898224165
1580,189957.84203527492
1581,138748.71151735992
1582,123930.09948893334
1583,316130.23079173197
1584,239482.51951236895
1585,136813.75036377602
1586,78154.7007167788
1587,120189.26907967897
1588,142205.05096300738
1589,103961.59849165421
1590,129642.376668743
1591,101368.85697540017
1592,99171.58454677096
1593,110087.35297746338
1594,160431.32710785908
1595,126446.38578517901
1596,227136.88257930067
1597,183137.1495695651
1598,182521.23184468568
1599,145279.3207240142
1600,174037.29106089906
1601,92833.10729049418
1602,115856.48282213707
1603,112624.7362164526
1604,275960.1365990862
1605,241908.83582561594
1606,167261.41357388534
1607,160567.4402844186
1608,211601.41218189482
1609,191448.0044224154
1610,167594.0232565335
1611,153689.4632862234
1612,193804.55627174492
1613,188508.48925745487
1614,105027.53555909295
1615,94636.94888794597
1616,87268.47977634124
1617,93558.9621425433
1618,123508.86826382612
1619,127640.43937682209
1620,175609.09551343345
1621,172773.5381065736
1622,149192.89466237405
1623,275974.6264946427
1624,252469.7135619273
1625,126668.12263834935
1626,161520.02039725182
1627,196598.79880037965
1628,260903.04872039464
1629,175876.46378379702
1630,340522.11260666145
1631,170872.22176018034
1632,203727.46208106523
1633,165204.3731291593
1634,196365.05557413015
1635,184090.1610338552
1636,171895.42405878255
1637,194833.74700162603
1638,199162.4644656153
1639,185867.7069662676
1640,234523.5818126552
1641,177577.32021288187
1642,234280.14242575734
1643,209197.33499735437
1644,207873.0371020731
1645,183048.5183055285
1646,154323.7161271643
1647,157784.78631054476
1648,134693.65595128565
1649,139551.5832140533
1650,126956.0974901879
1651,120954.78849038748
1652,88187.46735936901
1653,95195.11956491857
1654,153606.76773356582
1655,129255.37993379508
1656,143637.37763931355
1657,153072.77034270437
1658,155498.8182108495
1659,108686.52391478812
1660,161099.42413874532
1661,439672.3241645731
1662,363196.12048457714
1663,349159.0007066844
1664,398563.4614765469
1665,293020.46082826034
1666,342581.0845484672
1667,345095.2197408357
1668,299789.94553610554
1669,280601.06101213954
1670,330672.7941702237
1671,280712.7294090792
1672,447411.9788981674
1673,294618.22953327774
1674,241360.1218685971
1675,201595.03199428425
1676,202934.05518617757
1677,214373.450748636
1678,406351.0954728348
1679,399431.0333864092
1680,285704.6710324683
1681,224558.97897436764
1682,306432.16894671594
1683,185964.19954893755
1684,172299.10921471758
1685,178093.76967753863
1686,167483.83021299462
1687,165911.35935444562
1688,186397.92154882353
1689,186994.074161135
1690,188155.10613125007
1691,172386.06848126702
1692,240666.52352701523
1693,169138.26284566356
1694,185450.4261253389
1695,164914.41882375578
1696,271972.89690313686
1697,168057.93690584737
1698,334515.16865960025
1699,267944.56980924495
1700,242710.65646516957
1701,251603.42308929132
1702,251517.94160838737
1703,245742.09133519823
1704,283639.0251366979
1705,199420.23108211329
1706,391112.06640044844
1707,211764.77929463488
1708,213123.62716045446
1709,237594.94610406563
1710,204536.6183769361
1711,260139.12675121962
1712,218514.5637061837
1713,286837.40617831756
1714,207396.22263521637
1715,201994.48244605827
1716,182310.1643210808
1717,146510.7546135892
1718,131679.4778259354
1719,201859.51757801374
1720,223744.867790211
1721,148014.286997258
1722,117248.91922047986
1723,147378.37009225466
1724,214309.7722684909
1725,235732.70920299622
1726,201191.06606459836
1727,186822.60050877987
1728,189557.5970766502
1729,176591.73371816744
1730,166355.67704295646
1731,118393.29490308194
1732,127488.05074522036
1733,131346.77135571506
1734,126182.77294982223
1735,134796.00292199524
1736,118789.75088497308
1737,308157.4694811554
1738,209824.7123136964
1739,288334.95979894965
1740,210005.17334831957
1741,209263.9589115412
1742,173485.5375653741
1743,174781.54965482163
1744,265074.78606684355
1745,186267.21067050975
1746,239283.78868954274
1747,215843.72304966304
1748,212013.80998024077
1749,156831.15243786882
1750,144079.0489003949
1751,229839.8964221902
1752,127500.72004328818
1753,143677.59709421598
1754,189499.0117112529
1755,162473.30536054942
1756,129684.8333455355
1757,122882.34607240919
1758,158244.04231589386
1759,174994.31516826258
1760,163835.18258221404
1761,154429.07315938806
1762,185808.55893409398
1763,161119.38063149704
1764,115780.80790603966
1765,215103.7272061938
1766,174010.5867593602
1767,208252.16987378898
1768,137260.92191383056
1769,150183.78325430214
1770,137208.6917863708
1771,132612.9205418329
1772,128908.90520827056
1773,136605.4052425779
1774,126168.00400464068
1775,128076.02639069167
1776,122020.00696611965
1777,111861.19777807602
1778,130454.51877032837
1779,133491.6907169444
1780,175468.97399962094
1781,129668.76413857864
1782,108271.49469080358
1783,128593.49852495201
1784,116888.94680558969
1785,114999.11577013301
1786,157003.38195143628
1787,174118.84404484378
1788,60484.349662020155
1789,88774.35135133698
1790,93597.5379835111
1791,156344.99684880875
1792,153251.48733471645
1793,141872.39477138786
1794,137910.25604115872
1795,136163.10760997323
1796,138712.82878163218
1797,111837.79007441983
1798,123517.30657871347
1799,109469.21175173258
1800,132219.91124285257
1801,137915.17853952415
1802,147914.2187537965
1803,142005.03641701117
1804,143218.34200253742
1805,131226.42864857885
1806,105463.7603915648
1807,130426.81525840874
1808,131906.75917225433
1809,129159.77624154766
1810,155225.99474053126
1811,121931.00440425953
1812,108464.68352053732
1813,124679.09932695876
1814,106188.93776702449
1815,72570.75841927437
1816,103141.46505355898
1817,172197.48293659504
1818,141413.37193960184
1819,116008.14582273492
1820,79068.3441848429
1821,133358.65270604027
1822,142520.80865316774
1823,72020.37199012854
1824,124536.84337948635
1825,153994.18985739205
1826,112346.46885729836
1827,114622.88388798443
1828,143555.68921669878
1829,113332.483064726
1830,139676.79661526027
1831,143683.79605934798
1832,116699.3883379043
1833,138512.65459401158
1834,126002.26613935598
1835,123332.93502344991
1836,139223.7792869273
1837,95630.1434217553
1838,124809.92778957596
1839,92039.03948297564
1840,159319.47604759986
1841,138337.23705993712
1842,93572.17088236175
1843,149576.7874417248
1844,138743.3552842509
1845,160157.34151258745
1846,155186.78547064422
1847,184746.5514875962
1848,65138.1367548865
1849,130102.48048402359
1850,127013.62027065703
1851,166398.9121301259
1852,122300.6416498318
1853,114054.18578981882
1854,147773.5101875459
1855,175964.22339497987
1856,201054.43090909292
1857,215216.5416295517
1858,147485.7921259094
1859,128230.7180411179
1860,152460.64451644797
1861,127290.18446831049
1862,257918.79596446213
1863,245945.50631806927
1864,245945.50631806927
1865,300606.6401092096
1866,312805.2162897048
1867,235283.86655091398
1868,311902.0691655679
1869,209023.53013819462
1870,214317.65262805132
1871,240403.396047111
1872,180160.32210727225
1873,217399.2363366643
1874,138388.82678343597
1875,200730.90542184652
1876,197212.04176986785
1877,221332.29959630824
1878,215594.45361229093
1879,132577.78495153907
1880,136446.40871768424
1881,263119.57081230794
1882,247238.91733268954
1883,195346.6452205443
1884,212898.13515381896
1885,227464.57658531173
1886,303318.89000061067
1887,207452.5149300862
1888,266761.8001561849
1889,171843.87085472705
1890,144299.5981762671
1891,140361.9210912383
1892,112520.62056404458
1893,125179.08902669854
1894,122046.29921283804
1895,151866.0778717246
1896,125974.24339253403
1897,115107.09584134837
1898,109743.10926866991
1899,124498.08774621968
1900,121089.83156596016
1901,177524.84346297506
1902,122273.25092487923
1903,177508.1718846617
1904,135301.60344816992
1905,173421.0665449222
1906,164835.03387224514
1907,192176.27871428608
1908,121524.34321873587
1909,133690.1925679928
1910,130071.94661794465
1911,199724.05005738765
1912,291723.63549944444
1913,133992.38211816485
1914,77254.5759457588
1915,304245.42996622925
1916,75718.57280353646
1917,234149.82858005143
1918,134661.38687143868
1919,167214.57796080122
1920,200645.38647453225
1921,386648.4750951745
1922,311046.8737595406
1923,199135.91649072015
1924,197724.65227769202
1925,224759.155170417
1926,374381.0157258046
1927,140678.03674693088
1928,138276.54414444356
1929,128967.80413710144
1930,141230.58689253734
1931,144624.57749588622
1932,169927.90614412157
1933,221167.3585202084
1934,182992.0393432335
1935,175632.25524976078
1936,203539.69718095305
1937,182396.44478791062
1938,180039.44461671586
1939,206226.01661276814
1940,185589.10823097226
1941,177927.5300235235
1942,186103.6283490715
1943,187345.15007256073
1944,350342.9491300154
1945,346363.2881630457
1946,141571.2271770383
1947,287785.6826340567
1948,161135.17975494385
1949,250748.7666907597
1950,172215.07531194255
1951,259628.90781080272
1952,207630.39309617208
1953,154238.49499550447
1954,191409.46060873833
1955,147150.96498157154
1956,302129.33525055414
1957,158171.68787837127
1958,308809.39087184635
1959,141348.65533723324
1960,119325.77010502899
1961,113782.24148909577
1962,89356.65131279906
1963,105238.12109281615
1964,102123.39060389894
1965,142954.12901639641
1966,130795.68478073993
1967,283708.9935232042
1968,399800.22794527235
1969,350584.73583857564
1970,430082.950925803
1971,397129.1815567859
1972,382443.06399626494
1973,232777.93011674072
1974,337812.15150688175
1975,389598.61336453934
1976,269701.4794606329
1977,360571.11507095577
1978,351572.2329763099
1979,251624.0725938872
1980,192218.58192361737
1981,313113.93623358593
1982,202781.15134825217
1983,198057.15736310734
1984,168120.58182145635
1985,211681.23534380164
1986,235394.14952531186
1987,175106.32564775826
1988,181505.9573067825
1989,187315.62961119422
1990,211736.0793147872
1991,229935.21042269425
1992,202566.3580235859
1993,174538.49166023041
1994,261311.17333005398
1995,180480.3439468636
1996,252230.4854258551
1997,300167.5336668371
1998,320785.7502772329
1999,260193.51305108005
2000,303674.77878077095
2001,266641.7548551583
2002,260876.57802774973
2003,244185.99291286705
2004,248430.10355729033
2005,195589.5898538624
2006,210281.39143665234
2007,233517.33661967464
2008,195070.21636283817
2009,202699.23847967054
2010,194637.04955592603
2011,135764.82494416818
2012,176161.62004508162
2013,198412.323338863
2014,204878.08736900287
2015,206509.71553754533
2016,210095.61074809794
2017,197244.42806545465
2018,127872.75446880996
2019,131778.61160101122
2020,111575.23509707872
2021,114720.30116062061
2022,166514.21707198262
2023,163596.1602443863
2024,271169.43928615324
2025,305199.83161659475
2026,178899.659176018
2027,151104.58450561788
2028,162900.20325792435
2029,166688.74050950105
2030,247836.90221756397
2031,200394.91067587168
2032,235560.3159946296
2033,242114.20431735236
2034,160797.72744311826
2035,199058.61894802027
2036,173649.81132198608
2037,180521.68121407425
2038,271285.08775157854
2039,179685.016208123
2040,313447.75318273273
2041,244131.69437069228
2042,202884.25897774586
2043,152992.61380928513
2044,172722.22479630774
2045,189252.44015583277
2046,139272.08217424885
2047,160925.44649440818
2048,129204.70689793874
2049,130387.68525928965
2050,163653.60824449034
2051,117124.30740254307
2052,135681.78444471877
2053,138498.60806625342
2054,106705.63596822193
2055,168347.76731910824
2056,134431.28958884295
2057,123493.17142824395
2058,225921.64476700206
2059,119268.43302757632
2060,154197.05839318567
2061,170505.61905040656
2062,130994.01010125944
2063,117150.0581869402
2064,139679.15304214085
2065,107941.47053500748
2066,174987.04230795652
2067,130499.23955840866
2068,138320.37760835036
2069,91332.11200995828
2070,118724.57562745447
2071,94734.12847652132
2072,138716.56036822547
2073,139721.6618555478
2074,162558.99822309712
2075,142457.9540104751
2076,123205.85095857483
2077,143168.7140535987
2078,128194.50135211537
2079,128765.71291172598
2080,115640.50251431455
2081,123383.7618275552
2082,117990.23693285137
2083,147708.01288365075
2084,113267.9525925378
2085,121443.07821199736
2086,130074.00510588994
2087,125951.19021795939
2088,101021.09838463929
2089,79157.09065721619
2090,133168.4603481398
2091,137698.1759454352
2092,142891.25475485792
2093,139860.0860546629
2094,88132.15046924564
2095,148915.67513209637
2096,80521.85299679618
2097,89061.63527984313
2098,160633.13774985136
2099,72633.2047193749
2100,118278.12266082257
2101,110033.77779830032
2102,126052.73072383206
2103,113416.31196024269
2104,135183.69281338397
2105,140450.56866975312
2106,94461.03709735128
2107,172310.63618663637
2108,126357.44964307922
2109,127793.33425377902
2110,124575.0278849337
2111,145376.64396723462
2112,143189.42171153732
2113,116606.97167883057
2114,107613.2647330917
2115,154761.25178345162
2116,115719.65914656698
2117,144986.58126833805
2118,111247.21379375766
2119,96500.85767919052
2120,118574.46574477474
2121,112740.26720981495
2122,125048.75390337202
2123,85570.81692221019
2124,151512.39233910365
2125,134138.69355846057
